Provincias de destino;Procedencia de los viajeros;Meses;Total
Rioja, La;No Residentes en España;Junio;1,84
Rioja, La;No Residentes en España;Julio;2,2
Rioja, La;No Residentes en España;Agosto;2,51
Rioja, La;No Residentes en España;Septiembre;1,79
Rioja, La;No Residentes en España;Octubre;1,69
Rioja, La;No Residentes en España;Noviembre;2,15
Rioja, La;No Residentes en España;Diciembre;1,93
Salamanca;Total;Total;2,24
Salamanca;Total;Enero;2,07
Salamanca;Total;Febrero;1,91
Salamanca;Total;Marzo;2,12
Salamanca;Total;Abril;1,83
Salamanca;Total;Mayo;1,8
Salamanca;Total;Junio;1,81
Salamanca;Total;Julio;2,46
Salamanca;Total;Agosto;3,29
Salamanca;Total;Septiembre;1,97
Salamanca;Total;Octubre;1,9
Salamanca;Total;Noviembre;1,95
Salamanca;Total;Diciembre;2,6
Salamanca;Residentes en España;Total;2,28
Salamanca;Residentes en España;Enero;2,09
Salamanca;Residentes en España;Febrero;1,95
Salamanca;Residentes en España;Marzo;2,19
Salamanca;Residentes en España;Abril;1,91
Salamanca;Residentes en España;Mayo;1,85
Salamanca;Residentes en España;Junio;1,87
Salamanca;Residentes en España;Julio;2,5
Salamanca;Residentes en España;Agosto;3,41
Salamanca;Residentes en España;Septiembre;1,97
Salamanca;Residentes en España;Octubre;1,93
Salamanca;Residentes en España;Noviembre;1,92
Salamanca;Residentes en España;Diciembre;2,56
Salamanca;No Residentes en España;Total;1,94
Salamanca;No Residentes en España;Enero;1,92
Salamanca;No Residentes en España;Febrero;1,51
Salamanca;No Residentes en España;Marzo;1,29
Salamanca;No Residentes en España;Abril;1,48
Salamanca;No Residentes en España;Mayo;1,45
Salamanca;No Residentes en España;Junio;1,46
Salamanca;No Residentes en España;Julio;2,18
Salamanca;No Residentes en España;Agosto;2,62
Salamanca;No Residentes en España;Septiembre;2
Salamanca;No Residentes en España;Octubre;1,69
Salamanca;No Residentes en España;Noviembre;2,18
Salamanca;No Residentes en España;Diciembre;3,24
Santa Cruz de Tenerife;Total;Total;4,82
Santa Cruz de Tenerife;Total;Enero;5,02
Santa Cruz de Tenerife;Total;Febrero;4,81
Santa Cruz de Tenerife;Total;Marzo;4,36
Santa Cruz de Tenerife;Total;Abril;4,51
Santa Cruz de Tenerife;Total;Mayo;4,19
Santa Cruz de Tenerife;Total;Junio;4,62
Santa Cruz de Tenerife;Total;Julio;5,46
Santa Cruz de Tenerife;Total;Agosto;4,85
Santa Cruz de Tenerife;Total;Septiembre;4,35
Santa Cruz de Tenerife;Total;Octubre;4,63
Santa Cruz de Tenerife;Total;Noviembre;4,99
Santa Cruz de Tenerife;Total;Diciembre;6,12
Santa Cruz de Tenerife;Residentes en España;Total;3,65
Santa Cruz de Tenerife;Residentes en España;Enero;4,04
Santa Cruz de Tenerife;Residentes en España;Febrero;3,92
Santa Cruz de Tenerife;Residentes en España;Marzo;3,09
Santa Cruz de Tenerife;Residentes en España;Abril;3,11
Santa Cruz de Tenerife;Residentes en España;Mayo;3,02
Santa Cruz de Tenerife;Residentes en España;Junio;3,33
Santa Cruz de Tenerife;Residentes en España;Julio;4,64
Santa Cruz de Tenerife;Residentes en España;Agosto;4,03
Santa Cruz de Tenerife;Residentes en España;Septiembre;3,31
Santa Cruz de Tenerife;Residentes en España;Octubre;3,4
Santa Cruz de Tenerife;Residentes en España;Noviembre;3,83
Santa Cruz de Tenerife;Residentes en España;Diciembre;4,2
Santa Cruz de Tenerife;No Residentes en España;Total;5,62
Santa Cruz de Tenerife;No Residentes en España;Enero;5,37
Santa Cruz de Tenerife;No Residentes en España;Febrero;5,19
Santa Cruz de Tenerife;No Residentes en España;Marzo;4,91
Santa Cruz de Tenerife;No Residentes en España;Abril;5,28
Santa Cruz de Tenerife;No Residentes en España;Mayo;5,46
Santa Cruz de Tenerife;No Residentes en España;Junio;6,91
Santa Cruz de Tenerife;No Residentes en España;Julio;6,57
Santa Cruz de Tenerife;No Residentes en España;Agosto;6,2
Santa Cruz de Tenerife;No Residentes en España;Septiembre;5,86
Santa Cruz de Tenerife;No Residentes en España;Octubre;5,45
Santa Cruz de Tenerife;No Residentes en España;Noviembre;5,53
Santa Cruz de Tenerife;No Residentes en España;Diciembre;7
Segovia;Total;Total;2,15
Segovia;Total;Enero;1,89
Segovia;Total;Febrero;1,82
Segovia;Total;Marzo;2,24
Segovia;Total;Abril;1,91
Segovia;Total;Mayo;2,02
Segovia;Total;Junio;2,2
Segovia;Total;Julio;2,61
Segovia;Total;Agosto;2,83
Segovia;Total;Septiembre;1,87
Segovia;Total;Octubre;1,91
Segovia;Total;Noviembre;2
Segovia;Total;Diciembre;2,42
Segovia;Residentes en España;Total;2,1
Segovia;Residentes en España;Enero;1,88
Segovia;Residentes en España;Febrero;1,78
Segovia;Residentes en España;Marzo;2,16
Segovia;Residentes en España;Abril;1,82
Segovia;Residentes en España;Mayo;1,93
Segovia;Residentes en España;Junio;2,07
Segovia;Residentes en España;Julio;2,51
Segovia;Residentes en España;Agosto;2,76
Segovia;Residentes en España;Septiembre;1,85
Segovia;Residentes en España;Octubre;1,92
Segovia;Residentes en España;Noviembre;2,01
Segovia;Residentes en España;Diciembre;2,41
Segovia;No Residentes en España;Total;2,98
Segovia;No Residentes en España;Enero;1,94
Segovia;No Residentes en España;Febrero;2,96
Segovia;No Residentes en España;Marzo;4,58
Segovia;No Residentes en España;Abril;3,67
Segovia;No Residentes en España;Mayo;3,11
Segovia;No Residentes en España;Junio;3,57
Segovia;No Residentes en España;Julio;4,17
Segovia;No Residentes en España;Agosto;3,73
Segovia;No Residentes en España;Septiembre;2,08
Segovia;No Residentes en España;Octubre;1,68
Segovia;No Residentes en España;Noviembre;1,56
Segovia;No Residentes en España;Diciembre;2,64
Sevilla;Total;Total;2,96
Sevilla;Total;Enero;2,54
Sevilla;Total;Febrero;2,36
Sevilla;Total;Marzo;2,75
Sevilla;Total;Abril;2,55
Sevilla;Total;Mayo;2,66
Sevilla;Total;Junio;2,51
Sevilla;Total;Julio;4,08
Sevilla;Total;Agosto;4,48
Sevilla;Total;Septiembre;2,82
Sevilla;Total;Octubre;2,45
Sevilla;Total;Noviembre;2,39
Sevilla;Total;Diciembre;2,71
Sevilla;Residentes en España;Total;2,66
Sevilla;Residentes en España;Enero;2,47
Sevilla;Residentes en España;Febrero;2,29
Sevilla;Residentes en España;Marzo;2,65
Sevilla;Residentes en España;Abril;2,38
Sevilla;Residentes en España;Mayo;2,07
Sevilla;Residentes en España;Junio;2,26
Sevilla;Residentes en España;Julio;3,43
Sevilla;Residentes en España;Agosto;3,88
Sevilla;Residentes en España;Septiembre;2,59
Sevilla;Residentes en España;Octubre;2,14
Sevilla;Residentes en España;Noviembre;2,19
Sevilla;Residentes en España;Diciembre;2,7
Sevilla;No Residentes en España;Total;5,05
Sevilla;No Residentes en España;Enero;6,35
Sevilla;No Residentes en España;Febrero;3,86
Sevilla;No Residentes en España;Marzo;3,53
Sevilla;No Residentes en España;Abril;3,02
Sevilla;No Residentes en España;Mayo;4,41
Sevilla;No Residentes en España;Junio;4,64
Sevilla;No Residentes en España;Julio;8,17
Sevilla;No Residentes en España;Agosto;7,58
Sevilla;No Residentes en España;Septiembre;4,2
Sevilla;No Residentes en España;Octubre;4,23
Sevilla;No Residentes en España;Noviembre;4,96
Sevilla;No Residentes en España;Diciembre;3,19
Soria;Total;Total;2,65
Soria;Total;Enero;2,57
Soria;Total;Febrero;2,41
Soria;Total;Marzo;2,74
Soria;Total;Abril;2,29
Soria;Total;Mayo;2,25
Soria;Total;Junio;2,33
Soria;Total;Julio;2,92
Soria;Total;Agosto;4
Soria;Total;Septiembre;2,56
Soria;Total;Octubre;2,16
Soria;Total;Noviembre;2,12
Soria;Total;Diciembre;2,59
Soria;Residentes en España;Total;2,74
Soria;Residentes en España;Enero;2,59
Soria;Residentes en España;Febrero;2,49
Soria;Residentes en España;Marzo;2,83
Soria;Residentes en España;Abril;2,37
Soria;Residentes en España;Mayo;2,32
Soria;Residentes en España;Junio;2,41
Soria;Residentes en España;Julio;3,01
Soria;Residentes en España;Agosto;4,18
Soria;Residentes en España;Septiembre;2,67
Soria;Residentes en España;Octubre;2,23
Soria;Residentes en España;Noviembre;2,14
Soria;Residentes en España;Diciembre;2,67
Soria;No Residentes en España;Total;1,69
Soria;No Residentes en España;Enero;2,08
Soria;No Residentes en España;Febrero;1,73
Soria;No Residentes en España;Marzo;1,49
Soria;No Residentes en España;Abril;1,62
Soria;No Residentes en España;Mayo;1,62
Soria;No Residentes en España;Junio;1,57
Soria;No Residentes en España;Julio;1,85
Soria;No Residentes en España;Agosto;1,93
Soria;No Residentes en España;Septiembre;1,78
Soria;No Residentes en España;Octubre;1,43
Soria;No Residentes en España;Noviembre;1,9
Soria;No Residentes en España;Diciembre;1,45
Tarragona;Total;Total;2,41
Tarragona;Total;Enero;2,03
Tarragona;Total;Febrero;2,26
Tarragona;Total;Marzo;2,31
Tarragona;Total;Abril;1,84
Tarragona;Total;Mayo;1,97
Tarragona;Total;Junio;1,95
Tarragona;Total;Julio;3,37
Tarragona;Total;Agosto;3,49
Tarragona;Total;Septiembre;2,14
Tarragona;Total;Octubre;2,37
Tarragona;Total;Noviembre;2,13
Tarragona;Total;Diciembre;2,14
Tarragona;Residentes en España;Total;2,14
Tarragona;Residentes en España;Enero;1,92
Tarragona;Residentes en España;Febrero;2,28
Tarragona;Residentes en España;Marzo;2,3
Tarragona;Residentes en España;Abril;1,73
Tarragona;Residentes en España;Mayo;1,9
Tarragona;Residentes en España;Junio;1,92
Tarragona;Residentes en España;Julio;2,75
Tarragona;Residentes en España;Agosto;2,89
Tarragona;Residentes en España;Septiembre;1,91
Tarragona;Residentes en España;Octubre;1,8
Tarragona;Residentes en España;Noviembre;1,77
Tarragona;Residentes en España;Diciembre;2,06
Tarragona;No Residentes en España;Total;4,3
Tarragona;No Residentes en España;Enero;2,84
Tarragona;No Residentes en España;Febrero;1,95
Tarragona;No Residentes en España;Marzo;2,49
Tarragona;No Residentes en España;Abril;2,71
Tarragona;No Residentes en España;Mayo;2,64
Tarragona;No Residentes en España;Junio;2,14
Tarragona;No Residentes en España;Julio;5,86
Tarragona;No Residentes en España;Agosto;5,17
Tarragona;No Residentes en España;Septiembre;3,75
Tarragona;No Residentes en España;Octubre;6,65
Tarragona;No Residentes en España;Noviembre;5,27
Tarragona;No Residentes en España;Diciembre;3,51
Teruel;Total;Total;2,5
Teruel;Total;Enero;2,4
Teruel;Total;Febrero;2,08
Teruel;Total;Marzo;2,57
Teruel;Total;Abril;2,2
Teruel;Total;Mayo;2,13
Teruel;Total;Junio;2,39
Teruel;Total;Julio;2,99
Teruel;Total;Agosto;2,88
Teruel;Total;Septiembre;2,13
Teruel;Total;Octubre;2,19
Teruel;Total;Noviembre;2,9
Teruel;Total;Diciembre;2,78
Teruel;Residentes en España;Total;2,43
Teruel;Residentes en España;Enero;2,38
Teruel;Residentes en España;Febrero;2,08
Teruel;Residentes en España;Marzo;2,49
Teruel;Residentes en España;Abril;2,21
Teruel;Residentes en España;Mayo;2,2
Teruel;Residentes en España;Junio;2,4
Teruel;Residentes en España;Julio;2,86
Teruel;Residentes en España;Agosto;2,78
Teruel;Residentes en España;Septiembre;2,06
Teruel;Residentes en España;Octubre;2,13
Teruel;Residentes en España;Noviembre;2,7
Teruel;Residentes en España;Diciembre;2,6
Teruel;No Residentes en España;Total;3,5
Teruel;No Residentes en España;Enero;3,13
Teruel;No Residentes en España;Febrero;2,12
Teruel;No Residentes en España;Marzo;4,28
Teruel;No Residentes en España;Abril;1,85
Teruel;No Residentes en España;Mayo;1,33
Teruel;No Residentes en España;Junio;2,25
Teruel;No Residentes en España;Julio;4,89
Teruel;No Residentes en España;Agosto;4
Teruel;No Residentes en España;Septiembre;2,83
Teruel;No Residentes en España;Octubre;3,23
Teruel;No Residentes en España;Noviembre;4,31
Teruel;No Residentes en España;Diciembre;5,79
Toledo;Total;Total;1,97
Toledo;Total;Enero;2,07
Toledo;Total;Febrero;1,83
Toledo;Total;Marzo;1,96
Toledo;Total;Abril;1,89
Toledo;Total;Mayo;1,77
Toledo;Total;Junio;1,87
Toledo;Total;Julio;2,06
Toledo;Total;Agosto;2,38
Toledo;Total;Septiembre;1,91
Toledo;Total;Octubre;1,82
Toledo;Total;Noviembre;1,96
Toledo;Total;Diciembre;2,1
Toledo;Residentes en España;Total;1,98
Toledo;Residentes en España;Enero;2,03
Toledo;Residentes en España;Febrero;1,82
Toledo;Residentes en España;Marzo;1,96
Toledo;Residentes en España;Abril;1,92
Toledo;Residentes en España;Mayo;1,77
Toledo;Residentes en España;Junio;1,89
Toledo;Residentes en España;Julio;2,06
Toledo;Residentes en España;Agosto;2,37
Toledo;Residentes en España;Septiembre;1,92
Toledo;Residentes en España;Octubre;1,82
Toledo;Residentes en España;Noviembre;1,96
Toledo;Residentes en España;Diciembre;2,11
Toledo;No Residentes en España;Total;1,9
Toledo;No Residentes en España;Enero;2,58
Toledo;No Residentes en España;Febrero;2,07
Toledo;No Residentes en España;Marzo;2,01
Toledo;No Residentes en España;Abril;1,58
Toledo;No Residentes en España;Mayo;1,8
Toledo;No Residentes en España;Junio;1,27
Toledo;No Residentes en España;Julio;2,03
Toledo;No Residentes en España;Agosto;2,47
Toledo;No Residentes en España;Septiembre;1,78
Toledo;No Residentes en España;Octubre;1,74
Toledo;No Residentes en España;Noviembre;1,94
Toledo;No Residentes en España;Diciembre;1,66
Valencia;Total;Total;2,24
Valencia;Total;Enero;1,78
Valencia;Total;Febrero;1,92
Valencia;Total;Marzo;2,01
Valencia;Total;Abril;1,97
Valencia;Total;Mayo;2,03
Valencia;Total;Junio;1,81
Valencia;Total;Julio;2,88
Valencia;Total;Agosto;2,97
Valencia;Total;Septiembre;2,14
Valencia;Total;Octubre;1,99
Valencia;Total;Noviembre;2,39
Valencia;Total;Diciembre;2,54
Valencia;Residentes en España;Total;2,1
Valencia;Residentes en España;Enero;1,58
Valencia;Residentes en España;Febrero;1,83
Valencia;Residentes en España;Marzo;1,96
Valencia;Residentes en España;Abril;1,88
Valencia;Residentes en España;Mayo;1,99
Valencia;Residentes en España;Junio;1,85
Valencia;Residentes en España;Julio;2,79
Valencia;Residentes en España;Agosto;2,68
Valencia;Residentes en España;Septiembre;2,13
Valencia;Residentes en España;Octubre;1,79
Valencia;Residentes en España;Noviembre;2,11
Valencia;Residentes en España;Diciembre;2,24
Valencia;No Residentes en España;Total;3,2
Valencia;No Residentes en España;Enero;3,24
Valencia;No Residentes en España;Febrero;3,34
Valencia;No Residentes en España;Marzo;2,42
Valencia;No Residentes en España;Abril;2,8
Valencia;No Residentes en España;Mayo;2,3
Valencia;No Residentes en España;Junio;1,43
Valencia;No Residentes en España;Julio;3,21
Valencia;No Residentes en España;Agosto;4,16
Valencia;No Residentes en España;Septiembre;2,2
Valencia;No Residentes en España;Octubre;3,48
Valencia;No Residentes en España;Noviembre;4,07
Valencia;No Residentes en España;Diciembre;4,86
Valladolid;Total;Total;2,03
Valladolid;Total;Enero;2,36
Valladolid;Total;Febrero;1,8
Valladolid;Total;Marzo;2,03
Valladolid;Total;Abril;1,87
Valladolid;Total;Mayo;1,91
Valladolid;Total;Junio;1,85
Valladolid;Total;Julio;2,27
Valladolid;Total;Agosto;2,21
Valladolid;Total;Septiembre;1,95
Valladolid;Total;Octubre;1,93
Valladolid;Total;Noviembre;1,89
Valladolid;Total;Diciembre;2,22
Valladolid;Residentes en España;Total;2,03
Valladolid;Residentes en España;Enero;2,03
Valladolid;Residentes en España;Febrero;1,83
Valladolid;Residentes en España;Marzo;1,92
Valladolid;Residentes en España;Abril;1,9
Valladolid;Residentes en España;Mayo;1,95
Valladolid;Residentes en España;Junio;1,87
Valladolid;Residentes en España;Julio;2,3
Valladolid;Residentes en España;Agosto;2,29
Valladolid;Residentes en España;Septiembre;1,98
Valladolid;Residentes en España;Octubre;1,9
Valladolid;Residentes en España;Noviembre;1,9
Valladolid;Residentes en España;Diciembre;2,26
Valladolid;No Residentes en España;Total;2
Valladolid;No Residentes en España;Enero;6,42
Valladolid;No Residentes en España;Febrero;1,37
Valladolid;No Residentes en España;Marzo;3,16
Valladolid;No Residentes en España;Abril;1,68
Valladolid;No Residentes en España;Mayo;1,51
Valladolid;No Residentes en España;Junio;1,64
Valladolid;No Residentes en España;Julio;2,11
Valladolid;No Residentes en España;Agosto;1,78
Valladolid;No Residentes en España;Septiembre;1,74
Valladolid;No Residentes en España;Octubre;2,29
Valladolid;No Residentes en España;Noviembre;1,7
Valladolid;No Residentes en España;Diciembre;1,32
Zamora;Total;Total;1,94
Zamora;Total;Enero;2,31
Zamora;Total;Febrero;1,78
Zamora;Total;Marzo;2,19
Zamora;Total;Abril;1,97
Zamora;Total;Mayo;1,6
Zamora;Total;Junio;1,66
Zamora;Total;Julio;2,04
Zamora;Total;Agosto;2,29
Zamora;Total;Septiembre;2,04
Zamora;Total;Octubre;1,61
Zamora;Total;Noviembre;1,73
Zamora;Total;Diciembre;1,81
Zamora;Residentes en España;Total;1,89
Zamora;Residentes en España;Enero;2,22
Zamora;Residentes en España;Febrero;1,76
Zamora;Residentes en España;Marzo;2,03
Zamora;Residentes en España;Abril;2,04
Zamora;Residentes en España;Mayo;1,65
Zamora;Residentes en España;Junio;1,66
Zamora;Residentes en España;Julio;2
Zamora;Residentes en España;Agosto;2,2
Zamora;Residentes en España;Septiembre;1,9
Zamora;Residentes en España;Octubre;1,62
Zamora;Residentes en España;Noviembre;1,61
Zamora;Residentes en España;Diciembre;1,82
Zamora;No Residentes en España;Total;2,39
Zamora;No Residentes en España;Enero;3,88
Zamora;No Residentes en España;Febrero;2,15
Zamora;No Residentes en España;Marzo;5
Zamora;No Residentes en España;Abril;1,26
Zamora;No Residentes en España;Mayo;1,4
Zamora;No Residentes en España;Junio;1,68
Zamora;No Residentes en España;Julio;2,39
Zamora;No Residentes en España;Agosto;3,12
Zamora;No Residentes en España;Septiembre;2,82
Zamora;No Residentes en España;Octubre;1,41
Zamora;No Residentes en España;Noviembre;2,75
Zamora;No Residentes en España;Diciembre;1,66
Zaragoza;Total;Total;2,29
Zaragoza;Total;Enero;2,84
Zaragoza;Total;Febrero;2,57
Zaragoza;Total;Marzo;2,48
Zaragoza;Total;Abril;2,27
Zaragoza;Total;Mayo;2,14
Zaragoza;Total;Junio;2,21
Zaragoza;Total;Julio;2,29
Zaragoza;Total;Agosto;2,32
Zaragoza;Total;Septiembre;1,97
Zaragoza;Total;Octubre;2,09
Zaragoza;Total;Noviembre;2,42
Zaragoza;Total;Diciembre;2,38
Zaragoza;Residentes en España;Total;2,24
Zaragoza;Residentes en España;Enero;2,81
Zaragoza;Residentes en España;Febrero;2,55
Zaragoza;Residentes en España;Marzo;2,41
Zaragoza;Residentes en España;Abril;2,19
Zaragoza;Residentes en España;Mayo;2,03
Zaragoza;Residentes en España;Junio;2,15
Zaragoza;Residentes en España;Julio;2,15
Zaragoza;Residentes en España;Agosto;2,35
Zaragoza;Residentes en España;Septiembre;2,02
Zaragoza;Residentes en España;Octubre;2,04
Zaragoza;Residentes en España;Noviembre;2,28
Zaragoza;Residentes en España;Diciembre;2,31
Zaragoza;No Residentes en España;Total;2,65
Zaragoza;No Residentes en España;Enero;3,22
Zaragoza;No Residentes en España;Febrero;2,73
Zaragoza;No Residentes en España;Marzo;3,5
Zaragoza;No Residentes en España;Abril;2,78
Zaragoza;No Residentes en España;Mayo;2,72
Zaragoza;No Residentes en España;Junio;2,68
Zaragoza;No Residentes en España;Julio;3,11
Zaragoza;No Residentes en España;Agosto;2,16
Zaragoza;No Residentes en España;Septiembre;1,77
Zaragoza;No Residentes en España;Octubre;2,65
Zaragoza;No Residentes en España;Noviembre;4,17
Zaragoza;No Residentes en España;Diciembre;4,03
